roomId,pos,day
34,(56:5),6
37,(57:8),6
27,(58:13),6
33,(61:15),6
25,(69:14),6
31,(67:14),6
24,(67:24),6
26,(62:22),6
21,(61:26),6
30,(49:29),6
53,(50:43),7
43,(52:55),7
51,(51:59),7
54,(52:67),7
42,(51:73),7
45,(66:73),7
56,(69:66),7
50,(65:56),7
44,(71:53),7
52,(72:53),7
40,(73:53),7
46,(72:31),7
41,(69:35),7
57,(67:42),7
55,(59:43),7
48,(55:48),7
59,(57:62),7
47,(56:53),7
58,(56:38),7
49,(53:37),7
62,(43:38),8
75,(44:38),8
70,(44:39),8
61,(49:46),8
68,(47:55),8
60,(42:51),8
64,(40:50),8
66,(35:60),8
65,(35:61),8
72,(37:71),8
73,(26:66),8
79,(28:65),8
67,(30:64),8
78,(34:58),8
71,(27:57),8
63,(30:33),8
74,(42:30),8
69,(40:32),8
77,(39:32),8
76,(38:35),8
96,(23:31),9
81,(21:50),9
88,(24:61),9
80,(21:68),9
82,(19:62),9
83,(20:47),9
87,(18:44),9
91,(8:43),9
94,(3:37),9
85,(4:37),9
90,(4:53),9
93,(1:57),9
95,(2:68),9
92,(7:72),9
98,(17:70),9
84,(7:67),9
89,(7:57),9
86,(10:34),9
97,(16:34),9
99,(24:34),9
2,(33:5),10
0,(24:8),10
15,(23:15),10
4,(19:8),10
9,(17:10),10
8,(14:10),10
1,(14:4),10
7,(8:1),10
6,(3:2),10
14,(8:6),10
13,(5:13),10
12,(5:25),10
17,(14:24),10
3,(18:26),10
16,(17:20),10
11,(22:19),10
5,(24:24),10
19,(28:20),10
18,(35:20),10
10,(35:26),10
30,(49:29),11
21,(61:26),11
28,(61:18),11
27,(58:13),11
33,(61:15),11
26,(62:22),11
24,(67:24),11
31,(67:14),11
25,(69:14),11
38,(72:17),11
39,(72:8),11
23,(72:4),11
35,(70:1),11
20,(52:1),11
29,(63:3),11
32,(62:4),11
36,(60:5),11
34,(56:5),11
37,(57:8),11
22,(52:18),11
48,(55:48),12
47,(56:53),12
59,(57:62),12
56,(69:66),12
45,(66:73),12
42,(51:73),12
54,(52:67),12
